chr	start	end	x1	x2	M	width	df	var	cov	Nsnps	pHet	pAlt	odsHet	f	stat	nullStat	altStat	nullStatErr	altStatErr	postHet	ferr	call	clonality	clonalityError	sigma	pCall	subclonality	subclonalityError	genes
1	14362	4005522	14362	4005522	-0.379738417936083	0.00513869543635136	10.4537904235122	938	3675	61	1.39485447012971e-54	0.565677039453016	0.5	0.275	-5.38554711014345	4.38017177852891	-5.31633599236517	0.280473845973332	0.418500807843291	2.46581418874358e-54	0.0164957219768465	A	0.513268027822477	0.120293053625938	3.30223458420243	0.0131478254793151	0.514882428415389	0.00591760548457037	WASH7P,MIR1302-9,FAM138A,OR4F5,ENST00000423372,ENST00000493797,ENST00000440038,CICP7,OR4F29,MTND2P28,OR4F16,ENST00000440200,CICP3,ENST00000506640,ENST00000417659,ENST00000428504,ENST00000434264,FAM87B,LINC00115,LINC01128,FAM41C,TUBB8P11,ENST00000607769,ENST00000609207,SAMD11,NOC2L,KLHL17,PLEKHN1,C1orf170,HES4,ISG15,AGRN,RNF223,C1orf159,MIR200B,MIR200A,MIR429,TTLL10-AS1,TTLL10,TNFRSF18,TNFRSF4,SDF4,B3GALT6,FAM132A,UBE2J2,SCNN1D,ACAP3,PUSL1,CPSF3L,GLTPD1,TAS1R3,DVL1,MXRA8,AURKAIP1,CCNL2,ENST00000448629,MRPL20,RN7SL657P,ANKRD65,TMEM88B,ENST00000430109,VWA1,ATAD3C,ATAD3B,ATAD3A,TMEM240,SSU72,C1orf233,MIB2,MMP23B,CDK11B,SLC35E2B,MMP23A,CDK11A,SLC35E2,NADK,GNB1,CALML6,TMEM52,C1orf222,GABRD,PRKCZ,C1orf86,SKI,MORN1,RER1,PEX10,PLCH2,PANK4,HES5,ENST00000449660,TNFRSF14,ENST00000456687,ENST00000424215,FAM213B,MMEL1,TTC34,ACTRT2,LINC00982,PRDM16,ARHGEF16,MEGF6,MIR551A,TPRG1L,WRAP73,TP73,TP73-AS1,CCDC27,SMIM1,LRRC47,RN7SL574P,CEP104,DFFB,C1orf174,LINC01134,ENST00000456897
1	4472111	8000887	4472111	8000887	0.063133039803553	0.00615613136892065	10.4537904235122	872	2087	23	0.578970971872464	0.420254685926175	0.5	0.455	-0.0237343210144134	0.0892174669276134	-0.040509678158114	0.0652481607050836	0.0833591360918398	0.579419640952751	0.0215265424454809	AB	1	0	1.64302856985161	0.579419640952751	1	0	ENST00000423197,AJAP1,NPHP4,KCNAB2,CHD5,RPL22,RNF207,ICMT,LINC00337,HES3,GPR153,ACOT7,HES2,ESPN,MIR4252,TNFRSF25,PLEKHG5,NOL9,TAS1R1,ZBTB48,KLHL21,PHF13,THAP3,DNAJC11,ENST00000432429,CAMTA1,VAMP3,PER3,UTS2,TNFRSF9
1	8021714	22109688	8021714	22109688	0.24171533612602	0.00259607630097912	10.4537904235122	4762	11850	139	0.0152054550726711	0.102445168187932	0.5	0.43	-0.181800057765122	0.284506901185866	-0.277771970751648	0.0516646944569386	0.0757030712225086	0.1292424523667	0.01	AAB	0.354490795816232	0.028384189312062	1.16740742426286	0.477342469482533	0.319743197807385	0.00368370255709726	PARK7,ERRFI1,SLC45A1,RERE,ENO1,ENO1-AS1,CA6,SLC2A7,SLC2A5,GPR157,MIR34A,ENST00000437157,H6PD,SPSB1,SLC25A33,TMEM201,PIK3CD,CLSTN1,CTNNBIP1,LZIC,NMNAT1,RBP7,UBE4B,KIF1B,PGD,APITD1-CORT,CORT,DFFA,PEX14,CASZ1,C1orf127,TARDBP,MASP2,SRM,EXOSC10,MTOR,MTOR-AS1,RPL39P6,UBIAD1,PTCHD2,FBXO2,FBXO44,FBXO6,MAD2L2,DRAXIN,AGTRAP,C1orf167,MTHFR,CLCN6,NPPA-AS1,NPPB,RNU5E-1,KIAA2013,PLOD1,MFN2,MIIP,TNFRSF8,TNFRSF1B,VPS13D,DHRS3,AADACL4,AADACL3,C1orf158,PRAMEF12,PRAMEF1,PRAMEF11,HNRNPCL1,PRAMEF2,PRAMEF4,PRAMEF10,PRAMEF7,PRAMEF6,PRAMEF25,HNRNPCP5,PRAMEF26,PRAMEF3,PRAMEF5,PRAMEF8,PRAMEF9,PRAMEF13,PRAMEF18,PRAMEF16,PRAMEF21,ENST00000457228,PRAMEF15,PRAMEF14,PRAMEF19,PRAMEF17,PRAMEF20,LRRC38,PDPN,PRDM2,KAZN,TMEM51-AS1,TMEM51,FHAD1,EFHD2,CTRC,CELA2A,CELA2B,CASP9,DNAJC16,ENST00000428945,CHCHD2P6,DDI2,RSC1A1,PLEKHM2,SLC25A34,TMEM82,FBLIM1,ENST00000483273,ENST00000317122,SPEN,ZBTB17,C1orf64,HSPB7,CLCNKA,CLCNKB,FAM131C,EPHA2,ENST00000424774,ARHGEF19-AS1,ARHGEF19,RSG1,FBXO42,SZRD1,SPATA21,NECAP2,CROCCP3,RNU1-1,ENST00000415386,FAM231B,NBPF1,CROCCP2,MST1P2,RNU1-3,FAM231A,ESPNP,FAM231C,RNU1-4,MST1L,CROCC,RNU1-2,MFAP2,ENST00000446261,ATP13A2,SDHB,PADI2,ENST00000412427,PADI1,PADI3,PADI4,PADI6,RCC2,ARHGEF10L,ACTL8,IGSF21,KLHDC7A,PAX7,TAS1R2,ALDH4A1,MIR4695,MIR1290,IFFO2,UBR4,EMC1,MRTO4,AKR7L,AKR7A3,AKR7A2,PQLC2,CAPZB,MINOS1-NBL1,NBL1,HTR6,TMCO4,RNF186,OTUD3,PLA2G2E,PLA2G2A,PLA2G5,PLA2G2D,PLA2G2F,PLA2G2C,UBXN10-AS1,UBXN10,VWA5B1,LINC01141,CAMK2N1,MUL1,FAM43B,CDA,PINK1,PINK1-AS,DDOST,KIF17,SH2D5,HP1BP3,EIF4G3,RNU7-200P,MIR1256,ECE1,NBPF3,ALPL,RAP1GAP,USP48
1	22138758	38512450	22138758	38512450	-0.469699516871348	0.00262169299841291	10.4537904235122	2187	8336	133	3.80711179073915e-51	0.206450820246462	0.5	0.28	-5.04194043705226	4.3422657251908	-5.27293358847869	0.189048863782249	0.282112481640814	1.84407685384548e-50	0.015	A	0.5733851024138	0.0256936597622699	2.70803483776178	0.0230007421515776	0.598574621447591	0.00315294803965605	LDLRAD2,HSPG2,CELA3B,CELA3A,LINC00339,CDC42,WNT4,ZBTB40,ZBTB40-IT1,EPHA8,C1QA,C1QC,C1QB,EPHB2,MIR4253,LACTBL1,C1orf234,KDM1A,MIR3115,MIR4419A,LUZP1,HTR1D,HNRNPR,ZNF436,C1orf213,TCEA3,ASAP3,E2F2,ID3,MDS2,ENST00000451300,RPL11,TCEB3,ENST00000427796,PITHD1,LYPLA2,GALE,HMGCL,FUCA1,CNR2,PNRC2,SRSF10,MYOM3,IL22RA1,IFNLR1,ENST00000439059,GRHL3,STPG1,NIPAL3,RCAN3,ENST00000577528,NCMAP,SRRM1,CLIC4,RUNX3,SYF2,C1orf63,RHD,TMEM50A,RHCE,TMEM57,LDLRAP1,MAN1C1,SEPN1,MTFR1L,AUNIP,PAQR7,STMN1,PAFAH2,EXTL1,SLC30A2,TRIM63,PDIK1L,FAM110D,ZNF593,CNKSR1,CATSPER4,CEP85,SH3BGRL3,UBXN11,CD52,AIM1L,ZNF683,LIN28A,DHDDS,HMGN2,RPS6KA1,ARID1A,RN7SL501P,PIGV,ZDHHC18,SFN,GPN2,GPATCH3,NUDC,C1orf172,OSTCP2,TRNP1,FAM46B,SLC9A1,WDTC1,TMEM222,SYTL1,MAP3K6,FCN3,CD164L2,GPR3,WASF2,AHDC1,FGR,IFI6,FAM76A,STX12,PPP1R8,SCARNA1,THEMIS2,RPA2,SMPDL3B,XKR8,EYA3,SPCS2P4,PTAFR,DNAJC8,ATPIF1,SESN2,MED18,PHACTR4,SNHG3,SNORA73B,RCC1,TRNAU1AP,SNHG12,TAF12,RNU11,GMEB1,YTHDF2,OPRD1,EPB41,TMEM200B,SRSF4,MECR,PTPRU,ENST00000515851,MATN1,MATN1-AS1,LAPTM5,MIR4420,SDC3,PUM1,SNORD103A,SNORD103B,SNORD85,NKAIN1,SNRNP40,ZCCHC17,FABP3,SERINC2,ENST00000418618,ENST00000412068,TINAGL1,HCRTR1,PEF1,COL16A1,BAI2,MIR4254,SPOCD1,PTP4A2,KHDRBS1,TMEM39B,KPNA6,TXLNA,CCDC28B,IQCC,DCDC2B,TMEM234,EIF3I,MTMR9LP,FAM167B,LCK,HDAC1,MARCKSL1,TSSK3,BSDC1,ZBTB8B,ZBTB8A,ZBTB8OS,RBBP4,SYNC,KIAA1522,YARS,S100PBP,FNDC5,HPCA,TMEM54,RNF19B,AK2,ADC,TRIM62,ZNF362,PHC2,ZSCAN20,CSMD2,HMGB4,C1orf94,MIR552,SMIM12,DLGAP3,ZMYM6NB,ZMYM6,ZMYM1,SFPQ,ZMYM4,ZMYM4-AS1,KIAA0319L,NCDN,TFAP2E,PSMB2,C1orf216,CLSPN,AGO4,AGO1,AGO3,TEKT2,ADPRHL2,COL8A2,TRAPPC3,MAP7D1,THRAP3,SH3D21,STK40,LSM10,OSCP1,MRPS15,CSF3R,GRIK3,MIR4255,LINC01137,ZC3H12A,MEAF6,SNIP1,DNALI1,GNL2,RSPO1,C1orf109,CDCA8,EPHA10,MANEAL,YRDC,MTF1,INPP5B,SF3A3,FHL3,UTP11L,POU3F1
1	39305005	46598708	39305005	46598708	0.22815925270253	0.00308977050870972	10.4537904235122	1824	4514	48	0.000242666291714279	0.572119644037307	0.5	0.43	-0.361499054645008	0.329847082385099	-0.335995199409016	0.0940993880334979	0.140305910086852	0.000423973219995535	0.0148839849643251	AAB	0.340380415508376	0.0305730996260024	0.0681664074239118	0.934088185792872	0.319743197807385	0.00368370255709726	RRAGC,MYCBP,RHBDL2,AKIRIN1,NDUFS5,MACF1,BMP8A,ENST00000441741,PPIEL,PABPC4,SNORA55,HEYL,NT5C1A,HPCAL4,PPIE,BMP8B,OXCT2,ENST00000566366,TRIT1,MYCL,MFSD2A,CAP1,PPT1,RLF,TMCO2,ZMPSTE24,COL9A2,SMAP2,ZFP69B,ZFP69,EXO5,ZNF684,RIMS3,NFYC-AS1,NFYC,KCNQ4,CITED4,CTPS1,SLFNL1,SCMH1,FOXO6,EDN2,HIVEP3,GUCA2B,GUCA2A,FOXJ3,RIMKLA,ZMYND12,PPCS,CCDC30,PPIH,ENST00000414339,YBX1,CLDN19,LEPRE1,C1orf50,CCDC23,ERMAP,ZNF691,SLC2A1,SLC2A1-AS1,FAM183A,EBNA1BP2,WDR65,TMEM125,C1orf210,TIE1,MPL,CDC20,ELOVL1,MED8,SZT2,SZT2-AS1,HYI-AS1,PTPRF,KDM4A,KDM4A-AS1,ST3GAL3,ARTN,IPO13,DPH2,ATP6V0B,B4GALT2,SLC6A9,KLF17,DMAP1,ERI3,RNF220,TMEM53,C1orf228,RNU5D-1,KIF2C,SNORD55,SNORD46,SNORD38A,SNORD38B,BEST4,PLK3,TCTEX1D4,BTBD19,RNU5E-6P,PTCH2,EIF2B3,HECTD3,UROD,ZSWIM5,HPDL,MUTYH,TOE1,TESK2,CCDC163P,MMACHC,PRDX1,AKR1A1,NASP,CCDC17,GPBP1L1,RPS15AP10,TMEM69,IPP,MAST2,PIK3R3
1	46640749	87213867	46640749	87213867	-0.256506862990394	0.00237905389005133	10.4537904235122	2659	11916	164	2.76424535808983e-94	0.683413453410815	0.5	0.24	-9.35584234110318	8.17113526787238	-9.1950863682493	0.245203325788733	0.336827157261892	4.04476286542779e-94	0.01	AA?	0.52	0.02	5.20878287409556	0.738700264210185	0.514882428415389	0.00591760548457037	TSPAN1,POMGNT1,RAD54L,LRRC41,UQCRH,NSUN4,FAAH,ENST00000446499,DMBX1,MKNK1-AS1,MKNK1,MOB3C,ATPAF1,EFCAB14,TEX38,EFCAB14-AS1,ENST00000419949,CYP4B1,CYP4Z2P,CYP4A11,CYP4X1,CYP4Z1,CYP4A22-AS1,PDZK1IP1,TAL1,STIL,CMPK1,FOXE3,FOXD2-AS1,FOXD2,TRABD2B,SKINTL,SLC5A9,SPATA6,AGBL4,BEND5,ELAVL4,DMRTA2,FAF1,RNU6-1026P,CDKN2C,C1orf185,RNF11,TTC39A,EPS15,OSBPL9,NRD1,RAB3B,TXNDC12,BTF3L4,ZFYVE9,CC2D1B,ORC1,PRPF38A,ZCCHC11,GPX7,FAM159A,COA7,ZYG11B,ZYG11A,ECHDC2,SCP2,PODN,SLC1A7,CPT2,C1orf123,MAGOH,ENST00000458151,LRP8,SLC25A3P1,DMRTB1,GLIS1,NDC1,YIPF1,DIO1,HSPB11,LRRC42,LDLRAD1,TMEM59,TCEANC2,CDCP2,CYB5RL,MRPL37,SSBP3,SSBP3-AS1,ACOT11,FAM151A,MROH7-TTC4,TTC4,PARS2,TTC22,C1orf177,DHCR24,TMEM61,BSND,PCSK9,USP24,ENST00000458145,PPAP2B,PRKAA2,C1orf168,C8A,C8B,DAB1,OMA1,TACSTD2,MYSM1,JUN,LINC01135,ENST00000425914,FGGY,HOOK1,CYP2J2,C1orf87,NFIA,TM2D1,INADL,MIR3116-2,L1TD1,KANK4,USP1,DOCK7,ATG4C,FOXD3,ALG6,ITGB3BP,PGM1,ROR1,UBE2U,CACHD1,RAVER2,JAK1,MIR101-1,AK4,DNAJC6,LEPROT,LEPR,PDE4B,SGIP1,TCTEX1D1,INSL5,WDR78,MIER1,SLC35D1,C1orf141,IL23R,IL12RB2,SERBP1,GADD45A,GNG12,GNG12-AS1,WLS,RPE65,DEPDC1,LRRC7,PIN1P1,LRRC40,SRSF11,ANKRD13C,HHLA3,CTH,PTGER3,ZRANB2-AS1,ZRANB2,ZRANB2-AS2,NEGR1,LRRIQ3,TNNI3K,C1orf173,CRYZ,TYW3,LHX8,SLC44A5,ACADM,RABGGTB,SNORD45C,SNORD45A,SNORD45B,MSH4,ASB17,ENST00000436121,ST6GALNAC3,ST6GALNAC5,ENST00000454305,PIGK,AK5,ZZZ3,USP33,RNA5SP21,FAM73A,NEXN-AS1,NEXN,FUBP1,GIPC2,RNA5SP22,ENST00000436742,PTGFR,IFI44L,IFI44,ELTD1,LPHN2,TTLL7,PRKACB,SAMD13,UOX,DNASE2B,RPF1,GNG5,SPATA1,CTBS,C1orf180,SSX2IP,LPAR3,MCOLN2,WDR63,SYDE2,C1orf52,BCL10,ENST00000427819,DDAH1,CYR61,ZNHIT6,COL24A1,ODF2L,CLCA2,CLCA1,CLCA4,CLCA3P,SH3GLB1
1	87328128	112541464	87328128	112541464	-0.489207729258226	0.00295504543576417	10.4537904235122	1704	6542	97	7.77256507830675e-58	0.801645263851306	0.5	0.285	-5.7109435632999	4.47165249638402	-5.42373267893617	0.225495743993651	0.338886864434232	9.69576623077069e-58	0.0124360411339156	A	0.585505666450458	0.0155418603123254	0.95201053110525	0.712697946240005	0.598574621447591	0.00315294803965605	ENST00000331835,HS2ST1,LINC01140,LMO4,ENST00000452509,PKN2,GTF2B,CCBL2,RBMXL1,GBP3,GBP1,GBP2,GBP7,GBP4,GBP5,GBP6,GBP1P1,LRRC8B,ENST00000443562,LRRC8C,LRRC8D,GEMIN8P4,ZNF326,BARHL2,ENST00000435649,ENST00000425185,ZNF644,HFM1,CDC7,HSP90B3P,TGFBR3,BRDT,EPHX4,BTBD8,KIAA1107,C1orf146,GLMN,RPAP2,GFI1,EVI5,RPL5,SNORD21,SNORA66,FAM69A,MTF2,TMED5,CCDC18,ENST00000413606,DR1,FNBP1L,BCAR3,MIR760,DNTTIP2,GCLM,ABCA4,ARHGAP29,ENST00000418242,ABCD3,F3,SLC44A3,CNN3,ENST00000452846,ALG14,TMEM56-RWDD3,ENST00000424943,PTBP2,DPYD,DPYD-AS1,MIR137HG,SNX7,ENST00000370188,ENST00000425113,ENST00000370185,PALMD,FRRS1,AGL,ENST00000454219,SLC35A3,HIAT1,SASS6,TRMT13,LRRC39,DBT,ENST00000421185,RTCA,CDC14A,GPR88,VCAM1,EXTL2,SLC30A7,DPH5,ENST00000453011,S1PR1,OLFM3,COL11A1,RNPC3,AMY2B,AMY2A,AMY1A,AMY1B,AMY1C,ENST00000401022,ENST00000418362,PRMT6,NTNG1,VAV3,VAV3-AS1,SLC25A24,NBPF4,SLC25A24P1,NBPF6,SLC25A24P2,FAM102B,HENMT1,PRPF38B,FNDC7,STXBP3,AKNAD1,SPATA42,GPSM2,CLCC1,WDR47,TAF13,TMEM167B,SCARNA2,C1orf194,KIAA1324,SARS,CELSR2,PSRC1,MYBPHL,SORT1,PSMA5,SYPL2,ATXN7L2,CYB561D1,AMIGO1,GPR61,GNAI3,MIR197,GNAT2,AMPD2,GSTM4,GSTM2,GSTM5,CSF1,AHCYL1,STRIP1,UBL4B,SLC6A17,KCNC4,RBM15,SLC16A4,LAMTOR5-AS1,PROK1,CYMP,KCNA10,KCNA2,KCNA3,CD53,ENST00000440689,LRIF1,DRAM2,CEPT1,DENND2D,CHI3L2,CHIAP2,CHIA,PIFO,PGCP1,OVGP1,WDR77,ATP5F1,C1orf162,ADORA3,RNU6-792P,RAP1A,FAM212B,FAM212B-AS1,DDX20,KCND3,ENST00000442751
1	112938800	119532179	112938800	119532179	-0.0236418655139053	0.00428219411930404	10.4537904235122	849	1930	22	1	0.228079670059437	0.5	0.485	0.0125385754844383	0.00756125788958687	0.00595974836963127	0.00851776442597812	0.00882843735482319	0.814279418819466	0.0227625726802993	AB	1	0	0.358762445089503	0.814279418819466	1	0	CTTNBP2NL,WNT2B,ST7L,CAPZA1,MOV10,RHOC,PPM1J,FAM19A3,ENST00000458353,SLC16A1,SLC16A1-AS1,LRIG2,MAGI3,PHTF1,RSBN1,PTPN22,BCL2L15,AP4B1-AS1,AP4B1,DCLRE1B,HIPK1,OLFML3,SYT6,TRIM33,BCAS2,DENND2C,AMPD1,NRAS,CSDE1,SIKE1,SYCP1,TSHB,TSPAN2,NGF,VANGL1,CASQ2,NHLH2,SLC22A15,MAB21L3,ATP1A1,ATP1A1OS,ENST00000456414,CD58,IGSF3,MIR320B1,CD2,PTGFRN,CD101,TTF2,TRIM45,VTCN1,MAN1A2,FAM46C,GDAP2,WDR3,SPAG17,TBX15
1	119573839	120935944	119573839	120935944	0.322407601076654	0.00882798225758423	10.4537904235122	206	567	5	1.75180746665811e-10	0.328414514537592	0.5	0.375	-2.22424992217666	2.05314659720562	-2.7201089376043	0.681691935958504	1.11605706318654	5.33413533256963e-10	0.0419960525565808	AAB	0.502910416390008	0.0376576744858126	0.878909963619966	0.516228660925838	0.514882428415389	0.00591760548457037	WARS2,HAO2-IT1,HAO2,HSD3B2,HSD3B1,HSD3BP3,HSD3BP4,LINC00622,ZNF697,PHGDH,HMGCS2,REG4,NBPF7,ADAM30,NOTCH2,ENST00000412759,FAM72B,ENST00000427872,HIST2H3DP1,HIST2H2BA,FCGR1B
1	121260910	181059979	121260910	181059979	0.0118515886156869	0.00161428475925892	10.4537904235122	8269	18955	224	1	0.0105120437321482	0.5	0.48	0.0193589556287746	0.0131392491113967	0.00843725864267734	0.00445485016700629	0.00473302388734797	0.989597309802144	0.02	AB	1	0	0.120719656632935	0.989597309802144	1	0	EMBP1,MIR3118-3,ANKRD20A12P,ENST00000422129,ENST00000454861,ENST00000423249,RNVU1-3,ENST00000440199,PPIAL4G,FAM72D,SRGAP2B,NBPF8,LINC00623,PPIAL4B,ENST00000430014,PFN1P2,ENST00000429694,ENST00000313342,NBPF9,PDE4DIP,SEC22B,NOTCH2NL,NBPF10,ENST00000433081,HFE2,TXNIP,POLR3GL,ANKRD34A,LIX1L,RBM8A,PEX11B,ITGA10,ANKRD35,PIAS3,NUDT17,POLR3C,RNF115,CD160,PDZK1,GPR89A,GPR89C,PDZK1P1,RNVU1-7,NBPF11,ENST00000488578,ENST00000491285,NBPF12,NBPF13P,PRKAB2,ENST00000440377,PDIA3P1,FMO5,CHD1L,LINC00624,BCL9,ACP6,GJA5,GJA8,GPR89B,RNVU1-9,NBPF24,ENST00000432038,ENST00000428035,LINC01138,PPIAL4A,NBPF14,ENST00000433527,PPIAL4D,NBPF20,NBPF15,PFN1P7,PPIAL4E,NBPF16,PPIAL4F,NKAIN1P1,ENST00000420597,RNVU1-18,LINC00869,ENST00000449024,HIST2H2BB,FAM72C,PPIAL4C,ENST00000417986,RNU1-68P,FAM231D,HIST2H2BF,HIST2H3D,HIST2H4A,HIST2H3C,HIST2H2AA3,ENST00000564237,HIST2H2BC,HIST2H2AA4,HIST2H3A,HIST2H4B,HIST2H2BE,HIST2H2AC,BOLA1,SV2A,SF3B4,MTMR11,OTUD7B,VPS45,PLEKHO1,ANP32E,CA14,APH1A,C1orf54,C1orf51,MRPS21,PRPF3,RPRD2,TARS2,ECM1,ADAMTSL4,MIR4257,MCL1,ENSA,GOLPH3L,HORMAD1,CTSS,CTSK,ARNT,SETDB1,CERS2,ANXA9,FAM63A,PRUNE,BNIPL,C1orf56,CDC42SE1,MLLT11,GABPB2,SEMA6C,TNFAIP8L2,SCNM1,VPS72,PIP5K1A,PSMD4,ENST00000494138,ZNF687,PI4KB,RFX5,SELENBP1,PSMB4,POGZ,CGN,TUFT1,SNX27,ENST00000457548,CELF3,RIIAD1,MRPL9,OAZ3,TDRKH,LINGO4,RORC,C2CD4D,ENST00000364264,ENST00000434182,THEM5,THEM4,S100A10,S100A11,TCHHL1,TCHH,RPTN,HRNR,FLG-AS1,CRNN,LCE5A,CRCT1,LCE3E,LCE3D,LCE3C,LCE3B,LCE3A,LCE2D,LCE2C,LCE2B,LCE2A,LCE4A,C1orf68,KPRP,LCE1F,LCE1E,LCE1D,LCE1C,LCE1B,LCE1A,LCE6A,SMCP,IVL,SPRR4,SPRR1A,SPRR3,SPRR1B,SPRR2D,SPRR2A,SPRR2B,SPRR2E,SPRR2F,SPRR2C,SPRR2G,LELP1,LOR,PGLYRP3,PGLYRP4,S100A9,S100A12,S100A8,S100A7A,S100A7L2,S100A7,ENST00000420695,S100A6,S100A5,S100A4,S100A2,S100A16,S100A14,S100A13,CHTOP,SNAPIN,ILF2,NPR1,INTS3,SLC27A3,ENST00000427283,GATAD2B,DENND4B,CRTC2,SLC39A1,CREB3L4,JTB,RAB13,RPS27,NUP210L,TPM3,C1orf189,C1orf43,UBAP2L,HAX1,AQP10,ATP8B2,IL6R,SHE,TDRD10,UBE2Q1,UBE2Q1-AS1,CHRNB2,ADAR,KCNN3,PMVK,PBXIP1,PYGO2,SHC1,MIR4258,CKS1B,FLAD1,LENEP,ZBTB7B,DCST2,DCST1,ADAM15,EFNA4,EFNA3,EFNA1,SLC50A1,DPM3,KRTCAP2,TRIM46,MUC1,THBS3,MTX1,GBAP1,MTX1P1,GBA,FAM189B,SCAMP3,CLK2,HCN3,PKLR,FDPS,RUSC1-AS1,RUSC1,ASH1L,MIR555,POU5F1P4,ASH1L-AS1,MSTO1,MSTO2P,YY1AP1,GON4L,SYT11,RIT1,KIAA0907,SNORA42,SCARNA4,RXFP4,ARHGEF2,SSR2,UBQLN4,LAMTOR2,RAB25,MEX3A,LMNA,SEMA4A,SLC25A44,PMF1-BGLAP,PAQR6,SMG5,TMEM79,C1orf85,VHLL,CCT3,TSACC,RHBG,C1orf61,MIR9-1,MEF2D,IQGAP3,TTC24,APOA1BP,GPATCH4,HAPLN2,BCAN,NES,CRABP2,ISG20L2,RRNAD1,MRPL24,HDGF,PRCC,SH2D2A,NTRK1,PEAR1,LRRC71,ARHGEF11,MIR765,RN7SL612P,ETV3L,ETV3,FCRL5,FCRL4,FCRL3,FCRL2,FCRL1,CD5L,KIRREL,KIRREL-IT1,ENST00000442358,CD1D,ENST00000415019,CD1A,CD1C,CD1B,CD1E,OR10T2,OR10K2,OR10K1,OR10R2,OR6Y1,OR6P1,OR10X1,OR10Z1,SPTA1,OR6K2,OR6K3,OR6K6,OR6N1,OR6N2,MNDA,ENST00000431627,PYHIN1,IFI16,AIM2,CADM3,DARC,FCER1A,OR10J3,OR10J1,OR10J5,APCS,CRP,DUSP23,FCRL6,SLAMF8,C1orf204,VSIG8,CCDC19,TAGLN2,IGSF9,SLAMF9,LINC01133,PIGM,KCNJ10,KCNJ9,IGSF8,ATP1A2,ATP1A4,CASQ1,PEA15,DCAF8,PEX19,COPA,SUMO1P3,NCSTN,NHLH1,VANGL2,SLAMF6,CD84,SLAMF1,CD48,SLAMF7,LY9,CD244,ITLN1,ITLN2,F11R,TSTD1,USF1,ARHGAP30,PVRL4,KLHDC9,PFDN2,NIT1,DEDD,UFC1,USP21,PPOX,ADAMTS4,NDUFS2,FCER1G,APOA2,TOMM40L,NR1I3,PCP4L1,MPZ,SDHC,C1orf192,FCGR2A,HSPA6,FCGR3A,HSPA7,FCGR3B,FCGR2B,RPL31P11,FCRLA,FCRLB,DUSP12,ATF6,OLFML2B,NOS1AP,C1orf226,SH2D1B,UHMK1,UAP1,DDR2,HSD17B7,C1orf110,ENST00000434394,RGS4,RGS5,NUF2,PBX1,LMX1A,RXRG,ENST00000416424,LRRC52,MGST3,ALDH9A1,TMCO1,UCK2,FAM78B,MIR921,FMO9P,POGK,TADA1,ENST00000414590,ILDR2,MAEL,GPA33,DUSP27,POU2F1,CD247,CREG1,RCSD1,MPZL1,ADCY10,MPC2,DCAF6,MIR1255B2,GCSHP5,GPR161,TIPRL,SFT2D2,TBX19,MIR557,ENST00000441851,XCL2,XCL1,DPT,LINC00626,ATP1B1,NME7,BLZF1,CCDC181,SLC19A2,F5,SELP,SELL,SELE,METTL18,C1orf112,SCYL3,KIFAP3,METTL11B,MIR3119-2,LINC01142,GORAB,PRRX1,MROH9,ENST00000452221,FMO3,MIR1295A,FMO6P,FMO2,FMO1,FMO4,PRRC2C,MYOC,VAMP4,METTL13,DNM3,MIR214,MIR199A2,PIGC,C1orf105,SUCO,FASLG,TNFSF18,TNFSF4,ENST00000432815,PRDX6,SLC9C2,ANKRD45,KLHL20,CENPL,DARS2,GAS5-AS1,GAS5,SNORD78,ZBTB37,SERPINC1,RC3H1,RABGAP1L,CACYBP,MRPS14,TNN,KIAA0040,TNR,RFWD2,SCARNA3,PAPPA2,ASTN1,MIR488,BRINP2,ENST00000438575,SEC16B,ENST00000354921,RASAL2-AS1,RASAL2,TEX35,RALGPS2,FAM20B,TOR3A,ABL2,SOAT1,AXDND1,NPHS2,RNU5F-2P,TDRD5,ENST00000423879,FAM163A,TOR1AIP2,TOR1AIP1,CEP350,QSOX1,LHX4,ACBD6,MIR3121,XPR1,KIAA1614,STX6,MR1,IER5
